,candidate,Senate_votes,total_votes,Biden_votes,senatePRC,bidenPRC,difference
"Louisiana, Franklin Parish",Derrick Edwards,729,9307,2658,7.832814011,28.55914903,20.72633502
"Louisiana, Grant Parish",Derrick Edwards,435,9047,1157,4.808223721,12.78876976,7.980546037
"Louisiana, Iberia Parish",Derrick Edwards,3076,31180,11027,9.865298268,35.36561899,25.50032072
"Louisiana, Iberville Parish",Derrick Edwards,2490,15818,8514,15.74156025,53.82475661,38.08319636
"Louisiana, Jackson Parish",Derrick Edwards,591,7406,2143,7.980016203,28.93599784,20.95598164
"Louisiana, Jefferson Davis Parish",Derrick Edwards,988,14359,3208,6.880701999,22.34138868,15.46068668
"Louisiana, Jefferson Parish",Derrick Edwards,23680,185983,84477,12.7323465,45.4218934,32.68954689
"Louisiana, Lafayette Parish",Derrick Edwards,10267,111505,39685,9.207658849,35.59033227,26.38267342
"Louisiana, Lafourche Parish",Derrick Edwards,2772,43702,8672,6.342959132,19.84348542,13.50052629
"Louisiana, LaSalle Parish",Derrick Edwards,226,6845,638,3.301680058,9.320672023,6.018991965
"Louisiana, Lincoln Parish",Derrick Edwards,1963,18656,7559,10.52208405,40.51779588,29.99571184
"Louisiana, Livingston Parish",Derrick Edwards,2629,63764,9249,4.123016122,14.50504987,10.38203375
"Louisiana, Madison Parish",Derrick Edwards,886,4441,2654,19.95046161,59.76131502,39.81085341
"Louisiana, Morehouse Parish",Derrick Edwards,1562,10932,4946,14.28832784,45.24332236,30.95499451
"Louisiana, Natchitoches Parish",Derrick Edwards,1435,15985,6896,8.977166093,43.14044417,34.16327807
"Louisiana, Orleans Parish",Derrick Edwards,33660,167935,147854,20.0434692,88.04239736,67.99892816
"Louisiana, Ouachita Parish",Derrick Edwards,7325,66726,25913,10.97772982,38.83493691,27.85720709
"Louisiana, Plaquemines Parish",Derrick Edwards,1071,10648,3414,10.0582269,32.06235913,22.00413223
"Louisiana, Pointe Coupee Parish",Derrick Edwards,1341,11762,4683,11.40112226,39.81465737,28.41353511
"Louisiana, Rapides Parish",Derrick Edwards,6784,56648,19475,11.97570965,34.3789719,22.40326225
"Louisiana, Red River Parish",Derrick Edwards,245,3995,1644,6.132665832,41.1514393,35.01877347
"Louisiana, Richland Parish",Derrick Edwards,1032,9424,3225,10.95076401,34.22113752,23.27037351
"Louisiana, Sabine Parish",Derrick Edwards,374,10180,1731,3.673870334,17.00392927,13.33005894
"Louisiana, St. Bernard Parish",Derrick Edwards,2260,16859,6151,13.40530281,36.48496352,23.07966072
"Louisiana, St. Charles Parish",Derrick Edwards,3392,27462,9800,12.35161314,35.68567475,23.33406161
"Louisiana, St. Helena Parish",Derrick Edwards,977,5809,3346,16.81872956,57.60027543,40.78154588
"Louisiana, St. James Parish",Derrick Edwards,2040,11882,6510,17.1688268,54.7887561,37.6199293
"Louisiana, St. John the Baptist Parish",Derrick Edwards,5355,20295,13582,26.38580931,66.92288741,40.5370781
"Louisiana, St. Landry Parish",Derrick Edwards,5127,38917,17372,13.17419123,44.63858982,31.46439859
"Louisiana, St. Martin Parish",Derrick Edwards,2522,25861,8439,9.752136422,32.6321488,22.88001237
"Louisiana, St. Mary Parish",Derrick Edwards,2017,22203,8055,9.08435797,36.27888123,27.19452326
"Louisiana, St. Tammany Parish",Derrick Edwards,10438,136953,37746,7.621592809,27.56128015,19.93968734
"Louisiana, Tangipahoa Parish",Derrick Edwards,5955,55831,18887,10.66611739,33.82887643,23.16275904
"Louisiana, Tensas Parish",Derrick Edwards,528,2404,1329,21.96339434,55.2828619,33.31946755
"Louisiana, Terrebonne Parish",Derrick Edwards,3243,44421,11198,7.300601067,25.20879764,17.90819657
"Louisiana, Union Parish",Derrick Edwards,785,10712,2654,7.328230022,24.7759522,17.44772218
"Louisiana, Vermilion Parish",Derrick Edwards,1415,26181,5009,5.404682785,19.1321951,13.72751232
"Louisiana, Vernon Parish",Derrick Edwards,1177,16569,2898,7.103627256,17.4904943,10.38686704
"Louisiana, Washington Parish",Derrick Edwards,1896,18858,5970,10.05408845,31.65765192,21.60356347
"Louisiana, Webster Parish",Derrick Edwards,1035,17652,6172,5.86335826,34.9648765,29.10151824
"Louisiana, West Baton Rouge Parish",Derrick Edwards,1821,13711,6200,13.28130698,45.21916709,31.93786011
"Louisiana, West Carroll Parish",Derrick Edwards,198,4831,710,4.098530325,14.69675016,10.59821983
"Louisiana, West Feliciana Parish",Derrick Edwards,670,6084,2298,11.01249178,37.77120316,26.75871137
"Louisiana, Winn Parish",Derrick Edwards,458,5942,1543,7.707842477,25.96768765,18.25984517
"Louisiana, Acadia Parish",Drew Knight,260,27499,5443,0.945488927,19.79344703,18.84795811
"Louisiana, Allen Parish",Drew Knight,158,9423,2108,1.676748382,22.37079486,20.69404648
"Louisiana, Ascension Parish",Drew Knight,871,60627,20399,1.436653636,33.64672506,32.21007142
"Louisiana, Assumption Parish",Drew Knight,153,10602,3833,1.443123939,36.15355593,34.71043199
"Louisiana, Avoyelles Parish",Drew Knight,287,16313,4979,1.759333047,30.52166983,28.76233679
"Louisiana, Beauregard Parish",Drew Knight,229,15755,2542,1.453506823,16.13456046,14.68105363
"Louisiana, Bienville Parish",Drew Knight,91,6814,3067,1.335485765,45.01027297,43.6747872
"Louisiana, Bossier Parish",Drew Knight,567,53200,15662,1.065789474,29.43984962,28.37406015
"Louisiana, Caddo Parish",Drew Knight,1479,102046,55110,1.449346373,54.00505654,52.55571017
"Louisiana, Calcasieu Parish",Drew Knight,1992,80267,25982,2.481717269,32.3694669,29.88774964
"Louisiana, Caldwell Parish",Drew Knight,57,4586,745,1.242913214,16.24509376,15.00218055
"Louisiana, Cameron Parish",Drew Knight,24,3936,324,0.609756098,8.231707317,7.62195122
"Louisiana, Catahoula Parish",Drew Knight,54,4622,1269,1.1683254,27.45564691,26.28732151
"Louisiana, Claiborne Parish",Drew Knight,93,6286,2731,1.479478206,43.44575247,41.96627426
"Louisiana, Concordia Parish",Drew Knight,178,8252,3177,2.157052836,38.49975763,36.3427048
"Louisiana, De Soto Parish",Drew Knight,122,14336,5457,0.851004464,38.06501116,37.2140067
"Louisiana, East Baton Rouge Parish",Drew Knight,4156,203954,115577,2.037714387,56.66817027,54.63045589
"Louisiana, East Carroll Parish",Drew Knight,173,2868,1900,6.032078103,66.24825662,60.21617852
"Louisiana, East Feliciana Parish",Drew Knight,212,10097,4280,2.099633555,42.38882836,40.28919481
"Louisiana, Evangeline Parish",Drew Knight,194,14375,4158,1.349565217,28.92521739,27.57565217
"Louisiana, Franklin Parish",Drew Knight,166,9307,2658,1.783603739,28.55914903,26.77554529
"Louisiana, Grant Parish",Drew Knight,104,9047,1157,1.149552338,12.78876976,11.63921742
"Louisiana, Iberia Parish",Drew Knight,507,31180,11027,1.626042335,35.36561899,33.73957665
"Louisiana, Iberville Parish",Drew Knight,353,15818,8514,2.231634846,53.82475661,51.59312176
"Louisiana, Jackson Parish",Drew Knight,96,7406,2143,1.296246287,28.93599784,27.63975155
"Louisiana, Jefferson Davis Parish",Drew Knight,198,14359,3208,1.378926109,22.34138868,20.96246257
"Louisiana, Jefferson Parish",Drew Knight,3558,185983,84477,1.913078077,45.4218934,43.50881532
"Louisiana, Lafayette Parish",Drew Knight,1625,111505,39685,1.457333752,35.59033227,34.13299852
"Louisiana, Lafourche Parish",Drew Knight,456,43702,8672,1.043430507,19.84348542,18.80005492
"Louisiana, LaSalle Parish",Drew Knight,62,6845,638,0.905770636,9.320672023,8.414901388
"Louisiana, Lincoln Parish",Drew Knight,357,18656,7559,1.913593482,40.51779588,38.6042024
"Louisiana, Livingston Parish",Drew Knight,475,63764,9249,0.744934446,14.50504987,13.76011543
"Louisiana, Madison Parish",Drew Knight,181,4441,2654,4.075658635,59.76131502,55.68565638
"Louisiana, Morehouse Parish",Drew Knight,295,10932,4946,2.698499817,45.24332236,42.54482254
"Louisiana, Natchitoches Parish",Drew Knight,276,15985,6896,1.726618705,43.14044417,41.41382546
"Louisiana, Orleans Parish",Drew Knight,5024,167935,147854,2.991633668,88.04239736,85.05076369
"Louisiana, Ouachita Parish",Drew Knight,1610,66726,25913,2.412852561,38.83493691,36.42208434
"Louisiana, Plaquemines Parish",Drew Knight,198,10648,3414,1.859504132,32.06235913,30.202855
"Louisiana, Pointe Coupee Parish",Drew Knight,205,11762,4683,1.742900867,39.81465737,38.0717565
"Louisiana, Rapides Parish",Drew Knight,1155,56648,19475,2.038906934,34.3789719,32.34006496
"Louisiana, Red River Parish",Drew Knight,32,3995,1644,0.801001252,41.1514393,40.35043805
"Louisiana, Richland Parish",Drew Knight,199,9424,3225,2.111629881,34.22113752,32.10950764
"Louisiana, Sabine Parish",Drew Knight,75,10180,1731,0.736738703,17.00392927,16.26719057
"Louisiana, St. Bernard Parish",Drew Knight,326,16859,6151,1.933685272,36.48496352,34.55127825
"Louisiana, St. Charles Parish",Drew Knight,410,27462,9800,1.492972107,35.68567475,34.19270264
"Louisiana, St. Helena Parish",Drew Knight,187,5809,3346,3.21914271,57.60027543,54.38113273
"Louisiana, St. James Parish",Drew Knight,230,11882,6510,1.93570106,54.7887561,52.85305504
"Louisiana, St. John the Baptist Parish",Drew Knight,641,20295,13582,3.158413402,66.92288741,63.76447401
"Louisiana, St. Landry Parish",Drew Knight,717,38917,17372,1.842382506,44.63858982,42.79620731
"Louisiana, St. Martin Parish",Drew Knight,406,25861,8439,1.569931557,32.6321488,31.06221724
"Louisiana, St. Mary Parish",Drew Knight,363,22203,8055,1.634914201,36.27888123,34.64396703
"Louisiana, St. Tammany Parish",Drew Knight,1890,136953,37746,1.380035487,27.56128015,26.18124466
"Louisiana, Tangipahoa Parish",Drew Knight,951,55831,18887,1.703354767,33.82887643,32.12552166
"Louisiana, Tensas Parish",Drew Knight,82,2404,1329,3.410981697,55.2828619,51.8718802
"Louisiana, Terrebonne Parish",Drew Knight,575,44421,11198,1.294432813,25.20879764,23.91436483
"Louisiana, Union Parish",Drew Knight,161,10712,2654,1.502987304,24.7759522,23.2729649
"Louisiana, Vermilion Parish",Drew Knight,250,26181,5009,0.954890951,19.1321951,18.17730415
"Louisiana, Vernon Parish",Drew Knight,214,16569,2898,1.291568592,17.4904943,16.1989257
"Louisiana, Washington Parish",Drew Knight,367,18858,5970,1.946123661,31.65765192,29.71152826
"Louisiana, Webster Parish",Drew Knight,202,17652,6172,1.14434625,34.9648765,33.82053025
"Louisiana, West Baton Rouge Parish",Drew Knight,239,13711,6200,1.743125957,45.21916709,43.47604113
"Louisiana, West Carroll Parish",Drew Knight,45,4831,710,0.931484165,14.69675016,13.76526599
"Louisiana, West Feliciana Parish",Drew Knight,78,6084,2298,1.282051282,37.77120316,36.48915187
"Louisiana, Winn Parish",Drew Knight,71,5942,1543,1.194883877,25.96768765,24.77280377
"Louisiana, Acadia Parish",Peter Wenstrup,89,27499,5443,0.323648133,19.79344703,19.4697989
"Louisiana, Allen Parish",Peter Wenstrup,36,9423,2108,0.382043935,22.37079486,21.98875093
"Louisiana, Ascension Parish",Peter Wenstrup,325,60627,20399,0.53606479,33.64672506,33.11066027
"Louisiana, Assumption Parish",Peter Wenstrup,60,10602,3833,0.565930956,36.15355593,35.58762498
"Louisiana, Avoyelles Parish",Peter Wenstrup,97,16313,4979,0.594617789,30.52166983,29.92705204
"Louisiana, Beauregard Parish",Peter Wenstrup,75,15755,2542,0.476039353,16.13456046,15.6585211
"Louisiana, Bienville Parish",Peter Wenstrup,38,6814,3067,0.557675374,45.01027297,44.45259759
"Louisiana, Bossier Parish",Peter Wenstrup,240,53200,15662,0.45112782,29.43984962,28.9887218
"Louisiana, Caddo Parish",Peter Wenstrup,641,102046,55110,0.62814809,54.00505654,53.37690845
"Louisiana, Calcasieu Parish",Peter Wenstrup,701,80267,25982,0.873335244,32.3694669,31.49613166
"Louisiana, Caldwell Parish",Peter Wenstrup,23,4586,745,0.501526385,16.24509376,15.74356738
"Louisiana, Cameron Parish",Peter Wenstrup,9,3936,324,0.228658537,8.231707317,8.00304878
"Louisiana, Catahoula Parish",Peter Wenstrup,22,4622,1269,0.475984422,27.45564691,26.97966248
"Louisiana, Claiborne Parish",Peter Wenstrup,35,6286,2731,0.556792873,43.44575247,42.88895959
"Louisiana, Concordia Parish",Peter Wenstrup,63,8252,3177,0.763451285,38.49975763,37.73630635
"Louisiana, De Soto Parish",Peter Wenstrup,54,14336,5457,0.376674107,38.06501116,37.68833705
"Louisiana, East Baton Rouge Parish",Peter Wenstrup,1329,203954,115577,0.651617522,56.66817027,56.01655275
"Louisiana, East Carroll Parish",Peter Wenstrup,36,2868,1900,1.255230126,66.24825662,64.9930265
"Louisiana, East Feliciana Parish",Peter Wenstrup,73,10097,4280,0.722987026,42.38882836,41.66584134
"Louisiana, Evangeline Parish",Peter Wenstrup,75,14375,4158,0.52173913,28.92521739,28.40347826
"Louisiana, Franklin Parish",Peter Wenstrup,61,9307,2658,0.655420651,28.55914903,27.90372838
"Louisiana, Grant Parish",Peter Wenstrup,34,9047,1157,0.375815187,12.78876976,12.41295457
"Louisiana, Iberia Parish",Peter Wenstrup,190,31180,11027,0.609364978,35.36561899,34.75625401
"Louisiana, Iberville Parish",Peter Wenstrup,82,15818,8514,0.518396763,53.82475661,53.30635984
"Louisiana, Jackson Parish",Peter Wenstrup,28,7406,2143,0.378071834,28.93599784,28.55792601
"Louisiana, Jefferson Davis Parish",Peter Wenstrup,52,14359,3208,0.36214221,22.34138868,21.97924647
"Louisiana, Jefferson Parish",Peter Wenstrup,1432,185983,84477,0.769962846,45.4218934,44.65193055
"Louisiana, Lafayette Parish",Peter Wenstrup,619,111505,39685,0.555132057,35.59033227,35.03520022
"Louisiana, Lafourche Parish",Peter Wenstrup,201,43702,8672,0.459933184,19.84348542,19.38355224
"Louisiana, LaSalle Parish",Peter Wenstrup,16,6845,638,0.233747261,9.320672023,9.086924763
"Louisiana, Lincoln Parish",Peter Wenstrup,154,18656,7559,0.825471698,40.51779588,39.69232419
"Louisiana, Livingston Parish",Peter Wenstrup,192,63764,9249,0.301110344,14.50504987,14.20393953
"Louisiana, Madison Parish",Peter Wenstrup,60,4441,2654,1.351047061,59.76131502,58.41026796
"Louisiana, Morehouse Parish",Peter Wenstrup,92,10932,4946,0.841566045,45.24332236,44.40175631
"Louisiana, Natchitoches Parish",Peter Wenstrup,125,15985,6896,0.781983109,43.14044417,42.35846106
"Louisiana, Orleans Parish",Peter Wenstrup,2673,167935,147854,1.59168726,88.04239736,86.4507101
"Louisiana, Ouachita Parish",Peter Wenstrup,494,66726,25913,0.740341096,38.83493691,38.09459581
"Louisiana, Plaquemines Parish",Peter Wenstrup,62,10648,3414,0.582268971,32.06235913,31.48009016
"Louisiana, Pointe Coupee Parish",Peter Wenstrup,73,11762,4683,0.620642748,39.81465737,39.19401462
"Louisiana, Rapides Parish",Peter Wenstrup,387,56648,19475,0.683166219,34.3789719,33.69580568
"Louisiana, Red River Parish",Peter Wenstrup,14,3995,1644,0.350438048,41.1514393,40.80100125
"Louisiana, Richland Parish",Peter Wenstrup,54,9424,3225,0.573005093,34.22113752,33.64813243
"Louisiana, Sabine Parish",Peter Wenstrup,26,10180,1731,0.25540275,17.00392927,16.74852652
"Louisiana, St. Bernard Parish",Peter Wenstrup,145,16859,6151,0.860074738,36.48496352,35.62488878
"Louisiana, St. Charles Parish",Peter Wenstrup,156,27462,9800,0.56805768,35.68567475,35.11761707
"Louisiana, St. Helena Parish",Peter Wenstrup,58,5809,3346,0.99845068,57.60027543,56.60182475
"Louisiana, St. James Parish",Peter Wenstrup,99,11882,6510,0.833193065,54.7887561,53.95556304
"Louisiana, St. John the Baptist Parish",Peter Wenstrup,191,20295,13582,0.941118502,66.92288741,65.98176891
"Louisiana, St. Landry Parish",Peter Wenstrup,250,38917,17372,0.642392785,44.63858982,43.99619703
"Louisiana, St. Martin Parish",Peter Wenstrup,149,25861,8439,0.576157148,32.6321488,32.05599165
"Louisiana, St. Mary Parish",Peter Wenstrup,111,22203,8055,0.499932442,36.27888123,35.77894879
"Louisiana, St. Tammany Parish",Peter Wenstrup,969,136953,37746,0.707542003,27.56128015,26.85373814
"Louisiana, Tangipahoa Parish",Peter Wenstrup,351,55831,18887,0.62868299,33.82887643,33.20019344
"Louisiana, Tensas Parish",Peter Wenstrup,34,2404,1329,1.414309484,55.2828619,53.86855241
"Louisiana, Terrebonne Parish",Peter Wenstrup,225,44421,11198,0.506517188,25.20879764,24.70228045
"Louisiana, Union Parish",Peter Wenstrup,55,10712,2654,0.513442868,24.7759522,24.26250934
"Louisiana, Vermilion Parish",Peter Wenstrup,105,26181,5009,0.4010542,19.1321951,18.7311409
"Louisiana, Vernon Parish",Peter Wenstrup,74,16569,2898,0.446617177,17.4904943,17.04387712
"Louisiana, Washington Parish",Peter Wenstrup,123,18858,5970,0.65224308,31.65765192,31.00540885
"Louisiana, Webster Parish",Peter Wenstrup,60,17652,6172,0.339904827,34.9648765,34.62497167
"Louisiana, West Baton Rouge Parish",Peter Wenstrup,57,13711,6200,0.415724601,45.21916709,44.80344249
"Louisiana, West Carroll Parish",Peter Wenstrup,14,4831,710,0.289795073,14.69675016,14.40695508
"Louisiana, West Feliciana Parish",Peter Wenstrup,33,6084,2298,0.542406312,37.77120316,37.22879684
"Louisiana, Winn Parish",Peter Wenstrup,53,5942,1543,0.891955571,25.96768765,25.07573208
"Maine, Abbot",Sara Gideon,93,415,121,22.40963855,29.15662651,6.746987952
"Maine, Acton",Sara Gideon,516,1633,651,31.59828536,39.86527863,8.266993264
"Maine, Addison",Sara Gideon,196,704,235,27.84090909,33.38068182,5.539772727
"Maine, Albion",Sara Gideon,286,1214,385,23.55848435,31.71334432,8.154859967
"Maine, Alexander",Sara Gideon,71,307,73,23.12703583,23.77850163,0.651465798
"Maine, Alfred",Sara Gideon,763,1992,983,38.30321285,49.34738956,11.04417671
"Maine, Allagash",Sara Gideon,66,164,74,40.24390244,45.12195122,4.87804878
"Maine, Alton",Sara Gideon,118,477,169,24.73794549,35.42976939,10.6918239
"Maine, Amherst",Sara Gideon,51,188,64,27.12765957,34.04255319,6.914893617
"Maine, Amity",Sara Gideon,24,124,27,19.35483871,21.77419355,2.419354839
"Maine, Andover",Sara Gideon,190,534,223,35.58052434,41.76029963,6.179775281
"Maine, Anson",Sara Gideon,286,1215,398,23.53909465,32.75720165,9.218106996
"Maine, Appleton",Sara Gideon,367,918,478,39.97821351,52.06971678,12.09150327
"Maine, Aroostook Cty Townships",Sara Gideon,96,290,141,33.10344828,48.62068966,15.51724138
"Maine, Arundel",Sara Gideon,1115,2826,1405,39.45506016,49.71691437,10.26185421
"Maine, Ashland",Sara Gideon,145,605,231,23.96694215,38.18181818,14.21487603
"Maine, Athens",Sara Gideon,114,504,167,22.61904762,33.13492063,10.51587302
"Maine, Atkinson",Sara Gideon,39,172,49,22.6744186,28.48837209,5.813953488
"Maine, Auburn",Sara Gideon,5213,12285,6482,42.43386243,52.76353276,10.32967033
"Maine, Augusta",Sara Gideon,4251,9732,5248,43.68064118,53.92519523,10.24455405
"Maine, Aurora",Sara Gideon,22,72,29,30.55555556,40.27777778,9.722222222
"Maine, Avon",Sara Gideon,74,260,96,28.46153846,36.92307692,8.461538462
"Maine, Baileyville",Sara Gideon,167,668,239,25,35.77844311,10.77844311
"Maine, Baldwin",Sara Gideon,252,999,350,25.22522523,35.03503504,9.80980981
"Maine, Bangor",Sara Gideon,7466,16192,9452,46.10918972,58.37450593,12.26531621
"Maine, Baring Plt.",Sara Gideon,40,112,42,35.71428571,37.5,1.785714286
"Maine, Beals",Sara Gideon,91,292,98,31.16438356,33.56164384,2.397260274
